target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd
Serine/threonine-protein kinase ICK,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,0.69,Kd,Homo sapiens,6.9e-10,9.161150909262744
Serine/threonine-protein kinase ICK,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,CHEMBL1908397,2200.0,Kd,Homo sapiens,2.2e-06,5.657577319177793
Serine/threonine-protein kinase ICK,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,CHEMBL1241674,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,CHEMBL1908391,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,CHEMBL249697,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,CHEMBL572878,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,CHEMBL525191,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL300138,680.0,Kd,Homo sapiens,6.800000000000001e-07,6.167491087293763
Serine/threonine-protein kinase ICK,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,CHEMBL475251,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,CHEMBL119385,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,CHEMBL223360,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CHEMBL296468,150.0,Kd,Homo sapiens,1.5000000000000002e-07,6.823908740944319
Serine/threonine-protein kinase ICK,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CHEMBL521851,9300.0,Kd,Homo sapiens,9.3e-06,5.031517051446065
Serine/threonine-protein kinase ICK,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL91829,240.0,Kd,Homo sapiens,2.4000000000000003e-07,6.619788758288394
Serine/threonine-protein kinase ICK,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL384304,2.2,Kd,Homo sapiens,2.2000000000000003e-09,8.657577319177793
Serine/threonine-protein kinase ICK,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,CHEMBL377300,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1c(Cl)cc2c([nH]c3cnccc32)c1NC(=O)c1cccnc1C,CHEMBL608154,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CHEMBL1289926,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CHEMBL603469,39.0,Kd,Homo sapiens,3.9000000000000005e-08,7.4089353929735005
Serine/threonine-protein kinase ICK,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,CHEMBL464552,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CHEMBL522892,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1908394,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,CHEMBL1236107,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,2500.0,Kd,Homo sapiens,2.5e-06,5.6020599913279625
Serine/threonine-protein kinase ICK,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,CHEMBL558752,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CHEMBL494089,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,CHEMBL259084,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL288441,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CHEMBL445813,8.3,Kd,Homo sapiens,8.300000000000002e-09,8.080921907623926
Serine/threonine-protein kinase ICK,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CHEMBL255863,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,CHEMBL261849,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase ICK,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,16.0,Kd,Homo sapiens,1.6e-08,7.795880017344075
Serine/threonine-protein kinase ICK,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,CHEMBL2323775,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1,CHEMBL3545360,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,CHEMBL3301612,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,CHEMBL1236682,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,CHEMBL1090090,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,CHEMBL3544983,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,CHEMBL253969,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,CHEMBL587723,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,CHEMBL3039525,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,CHEMBL3544932,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CHEMBL1289601,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL384304,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,CHEMBL3188267,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CHEMBL2220486,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,CHEMBL3039517,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1,CHEMBL551064,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,CHEMBL3218576,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,CHEMBL3039513,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,CHEMBL3182444,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CHEMBL3301610,53.0,Kd,Homo sapiens,5.3000000000000005e-08,7.275724130399211
Serine/threonine-protein kinase ICK,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,CHEMBL2103842,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,CHEMBL2035187,270.0,Kd,Homo sapiens,2.7e-07,6.568636235841013
Serine/threonine-protein kinase ICK,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CHEMBL1721885,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,CHEMBL3545076,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,CHEMBL3408248,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,CHEMBL2110732,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,CHEMBL2041933,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,CHEMBL2028663,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,CHEMBL3128043,237.0,Kd,Homo sapiens,2.3700000000000002e-07,6.6252516539898965
Serine/threonine-protein kinase ICK,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,CHEMBL3120215,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,CHEMBL1614713,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,CHEMBL462018,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CHEMBL1946170,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,CHEMBL598797,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,CHEMBL2138625,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,CHEMBL1908397,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,CHEMBL2103875,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COCc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)c(F)c2)c2c(N)ncnn2c1CN1CCOCC1,CHEMBL3991934,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,CHEMBL1090479,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,CHEMBL1738757,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,CHEMBL411907,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,CHEMBL2103882,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,CHEMBL507361,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,CHEMBL1614710,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,CHEMBL1614707,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,CHEMBL2029988,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1908394,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,CHEMBL3402762,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,CHEMBL1801204,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,CHEMBL3137331,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,CHEMBL2103840,271.0,Kd,Homo sapiens,2.7100000000000003e-07,6.567030709125595
Serine/threonine-protein kinase ICK,Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,CHEMBL3991933,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,CHEMBL2403108,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl,CHEMBL3991929,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,CHEMBL1078178,720.0,Kd,Homo sapiens,7.200000000000001e-07,6.142667503568732
Serine/threonine-protein kinase ICK,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL2103839,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CHEMBL445813,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,CHEMBL3590106,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CHEMBL3301622,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,CHEMBL571546,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,CHEMBL1088752,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,CHEMBL1241855,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,CHEMBL1287853,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,CHEMBL571948,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,CHEMBL3187723,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,CHEMBL1230607,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase ICK,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,CHEMBL460702,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
